X,Y,osm_id,osm_type,completeness,is_in_health_zone,amenity,speciality,addr_street,operator,water_source,changeset_id,insurance,staff_doctors,contact_number,uuid,electricity,opening_hours,operational_status,source,is_in_health_area,hidden,changeset_version,emergency,changeset_timestamp,addr_housenumber,addr_postcode,health_amenity_type,addr_city,name,staff_nurses,changeset_user,wheelchair,beds,url,dispensing,healthcare,operator_type,tag
36.901875263896,-1.18350733514822,2417344957,node,9,,pharmacy,,,,,22761069,,,,7b0b8e7da15547b7884c527d9ff4cb7d,,,,,,0,2,,2014/06/05 18:28:56,,,,,Rugi Chemist,,Paul Ouma,,,,,,,
,,798272194,way,12,,hospital,,,,,84394737,,,,13fb9bc9b0d44a9099c2ebe6be71c6bd,,,,,,0,1,,2020/04/30 08:26:44,,,,,Aga Khan hospital,,_aahu_,,,,,hospital,,
,,792812414,way,12,,hospital,,,,,83688097,,,,99e4ab7159b14b61948510c99facc4b3,,,,,,0,1,,2020/04/17 07:28:07,,,,,Liz medical clinic,,_aahu_,,,,,hospital,,
36.746812653576,-1.28994610606352,8074036742,node,15,,pharmacy,,,,,93408841,,,,087917ebade04cd79a410eb19451cf0e,,,unknown,,,0,1,,2020/11/02 09:38:34,,,,,Fairview,,Peter Agenga,,,,,,unknown,
36.7788466949436,-1.31426837741631,7930813010,node,15,,clinic,,,,,91281159,,,,1738852a37524d98ba3c58831dde3965,,,operational,,,0,1,,2020/09/22 09:36:09,,,,,Carolina For Kibera,,Peter Agenga,,,,,,cbo,
35.9763382232208,-0.510392649647912,2141294938,node,12,,pharmacy,,,,,15011373,,,,ac715538e09c4e4e98b4baa47ff2f836,,,,Survey,,0,3,,2013/02/12 21:10:47,,,,,,,mathias_on_the_road,,,,yes,,,
35.1292899944146,1.36909164105205,6908733058,node,15,,clinic,,,,,77093971,,,,00601a57997e4be995967886d9c50b83,sometime,,,,,0,2,,2019/11/14 20:32:41,,,,,Chepkechir Dispensary,,mikelmaron,,,,no,,,
35.0816466700431,1.27881669985459,6948364836,node,9,,clinic,,,,,79514989,,,,94412df0af054f3e89bb1b5ade506591,,,,,,0,3,,2020/01/13 12:07:35,,,,,Kishaunet Dispensary,,fondolucy,,,,,,,
,,792865795,way,12,,hospital,,,,,83699058,,,,a6b32f3a0a754220a5a5c0fa503a829c,,,,,,0,1,,2020/04/17 10:13:16,,,,,Imara healthcare,,_aahu_,,,,,hospital,,
36.8779999994395,-1.31009008250334,8894604396,node,12,,pharmacy,,,,,107429931,,,,05b09a77f8624566a95aee732b03f001,,,,,,0,1,,2021/07/05 09:39:09,,,,,Tonris Shop,,GY_OSM,,,,,pharmacy,,
34.7846185922069,-0.074903829469292,8214402697,node,15,,pharmacy,,,,,95631243,,,,c16d796aa20d486697cf10bb8bc04759,,,operational,,,0,1,,2020/12/10 17:00:58,,,,,Ethanim Chemist,,Peter Agenga,,,,,,private,
36.8614159849155,-1.26242488136458,8021829890,node,18,,pharmacy,,Mathare  no10,,,93802316,,,,05aada8782b94c5193df6fe00a7e843d,,Mo-Su 08:00-22:00,,,,0,2,,2020/11/09 13:36:24,,,,,Lynsha pharmacy,,Peter Agenga,,,,yes,,,
34.9998149875505,1.02753663044419,7327128785,node,9,,clinic,,,,,82593791,,,,321f2ebb4ea34d19a720ae3b062bc2b5,,,,,,0,1,,2020/03/25 01:49:20,,,,,Center for heart disease line6 ktl,,Ukweli,,,,,,,
36.8629999969772,-1.31389001830706,8894604382,node,12,,pharmacy,,,,,107429931,,,,aaa9074328a94250a34b4bda7ae5d4e8,,,,,,0,1,,2021/07/05 09:39:09,,,,,Rehema chemist,,GY_OSM,,,,,pharmacy,,
36.8734432615982,-1.31899937502453,1432508108,node,12,,pharmacy,,,,,9297611,,,,c7a026003b09468c8bb57a419f635b66,,,,,,0,1,,2011/09/14 09:40:42,,,,,wadani hospital,,Bentez,,,,yes,,,
36.8447283700683,-1.28385732396023,5076033821,node,9,,hospital,,,,,51679410,,,,035679d2b289481483fe9bd0cbe05c90,,,,,,0,1,,2017/09/02 20:36:42,,,,,"Melawa Road nairobi, kenya",,Jiranan hakim1,,,,,,,
36.7939949732729,-1.31212504095581,7930813005,node,15,,clinic,,,,,91281159,,,,97ad285177454cf4b2fb7e8b47994c39,,,operational,,,0,1,,2020/09/22 09:36:09,,,,,Fhok-Family Care Medical Centre,,Peter Agenga,,,,,,private,
37.1594626316254,-0.721438410358985,3105367403,node,15,,pharmacy,,,,,64984014,,,,cbfcf18e9dbe40e7a3c337695128ff4b,,"Mo-Fr 08:30-20:00; Sa 08:30-20:00; Su off",,,,0,3,,2018/11/28 19:14:16,,,,,Mathioya dispensing Chemists,,confusedbuffalo,,,,yes,,,
,,792918930,way,12,,hospital,,,,,83708894,,,,59e5a89d932644daa845f3eca93a9950,,,,,,0,1,,2020/04/17 13:06:24,,,,,Nyamira hospital,,_aahu_,,,,,hospital,,
36.7899350308327,-1.84205150690491,6235660167,node,15,,clinic,,,,,66625753,,,,e9140b980f8d48f8a515adf90baf21b8,,,,,,0,1,,2019/01/25 09:25:28,,,,Kajiado,Border Medicare Centre,,DingoKG,,,,,clinic,,
,,245929598,way,9,,clinic,,,,,18868471,,,,45a6b5ec76de4779b82f9ebeb097f9eb,,,,,,0,1,no,2013/11/13 05:10:08,,,,,,,port0,,,,,,,
,,792448302,way,12,,hospital,,,,,83634378,,,,0f43d4970be145e7b4b0a72eb2e80ee9,,,,,,0,1,,2020/04/16 08:16:52,,,,,Fikiria Jamii Health Centre,,_aahu_,,,,,hospital,,
35.8174116393568,0.16601327395253,6808019395,node,9,,clinic,,,,,74672845,,,,8ad722356a6f4fb198d283aa39c35ea1,,,,,,0,1,,2019/09/19 13:11:29,,,,,Kipngorom Dispensary,,Ernet,,,,,,,
36.8886318568819,-1.3217374075152,1419101767,node,9,,dentist,,,,,13785380,,,,01da8d26f08a49d5b7f65d63c68f578f,,,,,,0,2,,2012/11/07 13:31:55,,,,,St. Andrews Dental clinic,,muindre,,,,,,,
,,314452231,way,12,,hospital,,,,,27027594,,,,83b8c17b520d406fabcbb518f0173525,,,,,,0,1,yes,2014/11/25 18:03:48,,,,,Central hospital,,Aaliyah Lakeman,,,,,,,
,,792829424,way,24,,hospital,,,,,83691885,,,0716572358,da22529bd3784bf7ae4aae7790affd07,,07:30-16:30,operational,,,0,1,,2020/04/17 08:23:57,,,,,Mamba Dispensary,,_aahu_,,,,,hospital,ministry_of_health,
36.8909999959855,-1.24639004913655,8891997089,node,12,,*,,,,,107380437,,,,f1555a19355a49c3992e2d67d3be96d3,,,,,,0,1,,2021/07/04 08:44:18,,,,,Mama Fredy/Sister,,GY_OSM,,,,,alternative,,
35.0038406480066,-0.558663359471922,5733416865,node,18,,hospital,general,,www.itibo.cz,,60338912,,,,cb6644fc428f4307966a337b53df2115,,,,,,0,1,,2018/07/02 07:35:13,,,,,Itibo Health Centre S.D.A.,,David4603,,,,,hospital,,
,,502082556,way,6,,hospital,,,,,54294644,,,,32939a41b18b42c4bfe9259a14c34fd8,,,,,,0,2,,2017/12/03 11:18:19,,,,,,,Angaman,,,,,,,
,,797463229,way,18,,hospital,,Eldoret Road,,,84268321,,,,ceb58404374d4b4ea3cd337c0ed37497,,,,,,0,1,,2020/04/28 12:54:21,,,,Bungoma,Bungoma West Hospital,,_aahu_,,,,,hospital,,
37.5126976566675,-1.86642541078126,7987009041,node,15,,hospital,"general;maternity",,,,92150181,,,,55cf46140c0e4c60ac62c2b1e0238ebe,,,,,,0,1,,2020/10/08 06:49:52,,,,,AIC Kalamba dispensary,,Dianamueni,,,,,hospital,,
36.7546132717644,-1.28136245048063,8074036733,node,15,,pharmacy,,,,,93408841,,,,06c3d2fadb214702aef79b0e376434c7,,,unknown,,,0,1,,2020/11/02 09:38:34,,,,,Chemist,,Peter Agenga,,,,,,unknown,
34.7859999298499,-0.114038348653224,8214402688,node,15,,pharmacy,,,,,95631243,,,,5617fc20bfa145db84036b5e20f1cb3b,,,operational,,,0,1,,2020/12/10 17:00:58,,,,,Belin,,Peter Agenga,,,,,,private,
36.84937077096,-1.31368223092738,3856214866,node,9,,pharmacy,,,,,35548151,,,,a2235dbc25ec41dd9f85cf0c6666ca4a,,,,,,0,1,,2015/11/24 11:18:43,,,,,Newstart Herbal,,fondolucy,,,,,,,
,,792913688,way,12,,hospital,,,,,83707970,,,,245f9ae1d5884409ac9f8cb42c9e6664,,,,,,0,1,,2020/04/17 12:44:24,,,,,Kemrif hospital,,_aahu_,,,,,hospital,,
36.7416222438548,-1.28948426319869,8074036768,node,15,,pharmacy,,,,,93408841,,,,2963e975bb7b474d93275d94836bd4d0,,,unknown,,,0,1,,2020/11/02 09:38:34,,,,,Abijo,,Peter Agenga,,,,,,unknown,
36.8479812190519,-1.31424063331681,1500016842,node,9,,pharmacy,,,,,35461382,,,,0c14d9f55f5047f1b3cbcde0e469e723,,,,,,0,2,,2015/11/20 13:17:42,,,,,,,Blasio,,,,trust and rejoice medical clinic,,,
,,792812412,way,12,,hospital,,,,,83688097,,,,a498ea1e67e4494c878cec3a7d3bdd0a,,,,,,0,1,,2020/04/17 07:28:07,,,,,Be well medical clinic,,_aahu_,,,,,hospital,,
36.8574113630363,-1.26192557139254,7952200612,node,18,,clinic,,Mathare 4A,,,93739100,,,,be7462127933495e8530715d940c673d,,,operational,,,0,2,,2020/11/08 13:15:53,,,,,Nile Medical centre,,fondolucy,,,,,,private,
40.3617508856128,2.30586294655072,3702721568,node,9,,clinic,,,,,33412755,,,,3318b0b1a16741d2bd0ac9124e805c81,,,,,,0,1,,2015/08/18 11:26:39,,,,,Wargadud Dispensary,,ELIJAH LWEVO,,,,,,,
36.7420482959931,-1.28437507411925,8074231260,node,15,,dentist,,,,,93412955,,,,7b2865ac507843edb1ad6e5e066b1b69,,,operational,,,0,1,,2020/11/02 10:34:33,,,,,Elmaphue Medical and Dental Clinic,,Peter Agenga,,,,,,private,
36.0135201780604,-1.54133136835875,5445531119,node,15,,hospital,,,USAID,,56788832,,,,091ab151f0cc4997b960c301f3328c97,,,,,,0,1,,2018/03/01 13:14:22,,,,,Enterit clinic,,Maximilian Meinzingen,,,,,hospital,,
36.8411300190359,-1.30688400453948,3856130358,node,9,,pharmacy,,,,,35546881,,,,184fc679678d46bc865776573b123c5b,,,,,,0,1,,2015/11/24 09:58:17,,,,,Afya Medical Clinic,,fondolucy,,,,,,,
,,731554425,way,18,,hospital,,Garissa Road,,,75275286,,,,085784bff1c5487384629001877700d4,,,,,,0,1,,2019/10/04 10:43:22,,,,Thika,St. Mulumba Hospital,,DingoKG,,,,,hospital,,
36.86700344539,-1.26043225152316,2385083682,node,21,,pharmacy,,,,,65113705,,,,53691fe6a3374aa0a056b5131c9782e2,,Mo-Fr 08:30-20:00,operational,,,0,3,,2018/12/03 06:11:59,,,,,Urifold clinic,,Humus015,,,,yes,,private,
36.8391946375932,-1.30759646630923,3856041758,node,12,,pharmacy,,,,,35545393,,,,795aeddbbe9f448f8280522811963350,,,,,,0,1,,2015/11/24 08:23:20,,,,,pharmacy,,fondolucy,,,,no,,,
34.784869965483,-0.076808533146448,8214402702,node,15,,pharmacy,,,,,95631243,,,,3a1f202ee88845efbe8bd64ee252dc3f,,,operational,,,0,1,,2020/12/10 17:00:58,,,,,Lake City Medical Center,,Peter Agenga,,,,,,private,
34.9290871474678,-0.557746211626664,9152916995,node,12,,hospital,,,,,112183181,,,,6e98ab501ff74c7ebe8613a30e6075fc,,,,,,0,1,,2021/10/06 18:50:29,,,,,Nyamira County Referral Hospital,,Houweling_271_GEOG281,,,,,hospital,,
35.732687445898,-0.247854259351925,2155936329,node,21,,pharmacy,,Police Road,,,15123383,,,,673a1046b0b6487caaa93e0b55d46f09,,Mo-Fr,,Field Survey,,0,2,,2013/02/22 13:24:10,,,,,St. Luke Clinic,,basiat,,,,yes,,,
,,792488917,way,6,,,,,,,93745643,,,,72c21532fad74a9c9d92dfbe755ca70b,,,,,,0,2,,2020/11/08 15:29:20,,,,,,,fondolucy,,,,,hospital,,
36.7951080900143,-1.31634164116628,701797857,node,21,,pharmacy,,,,,6012696,,,,7dfc931dff784a8e93caa8bfe9877646,,07:30-20:00,operational,,,0,3,,2010/10/11 15:31:32,,,,,community chemist,,ebrelsford,,,,no,,private,
,,48161171,way,27,,hospital,,,,,83592703,,,0721459515,54c48b0023aa4fffbd4f7cc299f9460f,,8hrs,operational,,,0,5,,2020/04/15 12:32:03,,,,,Tabitha Medical Clinic,,_aahu_,,,,yes,hospital,ngo_cbo,
,,622320507,way,24,,hospital,,,,,83593065,,,0705830473,e09e67c947104ff480b54d6e0ae9e959,,"Mo-Fr 08:00-17:00; Sa 08:30-12:30",operational,,,0,2,,2020/04/15 12:39:41,,,,,Chemi Chemi ya Uzima Clinic,,_aahu_,,,,,hospital,ngo_faith_based,
37.0161244598265,0.184433931099875,6140736225,node,9,,,,,,,65526040,,,,d4a4766881f84f1a8828939f416b8b24,,,,,,0,1,,2018/12/16 16:28:26,,,,,Daraja academy,,lmwangi,,,,,rehabilitation,,
36.7739679243824,-1.31040574497686,4963467525,node,21,,clinic,,,,,72498627,,,0723201753,41d633b963264b1ab4beddfb44c01ce7,,08:00-20:00,operational,,,0,2,,2019/07/22 05:09:46,,,,,Kinani Medical & Dental Clinic,,HubMiner,,,,,,private,
36.7923800319885,-1.31202244646096,698541835,node,21,,hospital,,,,,14173527,,,020574707 or 020561202,949c839568b34a9f8802c91274bb4088,,24/7,operational,,,0,6,,2012/12/06 11:04:57,,,,,Frepals Maternity,,muindre,,,,,,private,
,,497335372,way,15,,hospital,,,,,84268096,,,,8cb7fffc02804adf82bd0db1d65ae0e9,,,,,,0,3,,2020/04/28 12:50:27,,,,Maktau,Maktau Health Centre,,_aahu_,,,,,hospital,,
36.8026895214348,-1.26443913651622,5444958312,node,21,,pharmacy,,Ring Road Westlands,,,56782634,,,,162b22c652bd45f487477ccb9550a46d,,,,,,0,1,,2018/03/01 09:28:42,"The Mall,",,,Nairobi,Flametree Pharmacy Ltd,,DingoKG,,,,,pharmacy,,
36.8922937427403,-1.24609441941163,3723146925,node,9,,hospital,,,,,65187818,,,,33175a941f30469bae6ae8bf8d13ade3,,,,,,0,2,,2018/12/05 08:05:26,,,,,legacy dispensing chemist,,Humus015,,,,,,,
,,792429934,way,12,,hospital,,,,,83629713,,,,7856f1e749c547cba2eddf16f9541bf1,,,,,,0,1,,2020/04/16 07:00:19,,,,,SECOND AVENUE MEDICAL CLINIC,,_aahu_,,,,,hospital,,
40.2214225714244,2.52911963144305,3702498503,node,9,,clinic,,,,,33409549,,,,9e8d0f3fd4ba4dc283c829de5cc939fc,,,,,,0,1,,2015/08/18 08:33:57,,,,,Mansa Health Center,,ELIJAH LWEVO,,,,,,,
36.774996886816,-1.31190610564491,2444298591,node,15,,pharmacy,,,,,59824050,,,,c52e5d61fa214570b5fd691a4f37139a,,,,survey,,0,2,,2018/06/13 21:05:56,,,,,chemist,,cabinetcourbi,,,,no,,,
36.8124953423194,-1.29455933793218,5378551753,node,15,,clinic,,,,,55974254,,,,92e8b758c46d4ff0b87d026f86874e12,,,,,,0,1,,2018/02/01 18:35:02,"NHIF Building, 2nd Floor, P. O. Box 406 Ragati Rd, Nairobi",,,,Kigen Bartilol,,DingoKG,,,,,clinic,,
36.8749512497982,-1.31554536036481,1432508063,node,12,,pharmacy,,,,,9297611,,,,60936b2731384a2e9708760946f01e26,,,,,,0,1,,2011/09/14 09:40:38,,,,,Tumaini comm health service,,Bentez,,,,yes,,,
36.7979023650753,-1.31181600018581,612011373,node,12,,pharmacy,,,,,7793143,,,,abc43b1f6cd2435a8f013d7f4f787941,,Mo-Fr 08:30-20:00,,,,0,4,,2011/04/07 10:26:28,,,,,Eagle's Family Clinic,,anekeya,,,,,,,
36.7885566268559,-1.30015283337696,5414200443,node,18,,pharmacy,,Ngong Road,,,56381961,,,,dd2a691af72848f3a32207fbed5a8f2b,,,,,,0,1,,2018/02/15 11:55:25,,,,Nairobi,"Goodlife Pharmacy, Total Ngong Road",,DingoKG,,,,,pharmacy,,
36.7916907880905,-1.29348301774567,1271155392,node,9,,hospital,,,,,30205711,,,,41ca21de4f2d4a51b12e750379ef7f52,,,,,,0,2,,2015/04/14 07:59:25,,,,,Jamko health clinic,,Ukang'a,,,,,,,
36.8238885280271,-1.29247693790774,5555704220,node,18,,clinic,,Pate Bay Road,,,58127155,,,,42d9492e31b341399ceb49edaa752f34,,,,,,0,1,,2018/04/16 06:12:12,,,,Nairobi,Ngaira Health Center,,DingoKG,,,,,clinic,,
36.8520499624904,-1.26611006891386,7952200592,node,15,,pharmacy,,,,,91659564,,,,f6902f0f7dff4875bfe1f14d34fc9cfc,,,operational,,,0,1,,2020/09/28 17:45:03,,,,,Cosmetics Pharmacy,,Peter Agenga,,,,,,private,
36.8536992695778,-1.26281313111957,4502203216,node,21,,pharmacy,,,,,93740788,,,,6e8cbbbf03e546e5808459179c84e4cd,,06:00-21:30,operational,,,0,4,,2020/11/08 13:57:46,,,,,Marisa Chemist,,fondolucy,,,,yes,,private,
,,846854160,way,15,,clinic,,,Kajiado County,,90811961,,,,9d80483092ea45d887af552972283e59,,,,,,0,1,,2020/09/13 07:39:46,,,,,Olooltepes Dispensary,,user_6458,,,,,clinic,,
34.785535488595,-0.087847667264043,8214402671,node,15,,pharmacy,,,,,95631243,,,,e155381f383a4d5da420ac64fb366b5a,,,operational,,,0,1,,2020/12/10 17:00:58,,,,,Chemist,,Peter Agenga,,,,,,private,
36.8265423223908,-1.28797526917035,6110577686,node,9,,pharmacy,,,,,65092845,,,,2e58ced5dce84e85ad01d0e7526512e8,,,,,,0,1,,2018/12/02 11:30:57,,,,,Malibu,,Humus015,,,,,,,
36.8823999956914,-1.30771004109724,8894604399,node,12,,pharmacy,,,,,107429931,,,,fedb295fcceb4734b134d1a912e0d00c,,,,,,0,1,,2021/07/05 09:39:09,,,,,Upendo Chemist,,GY_OSM,,,,,pharmacy,,
,,792438888,way,12,,hospital,,,,,83632162,,,,71cadb0d09304a199cdc8a2664b51438,,,,,,0,1,,2020/04/16 07:40:34,,,,,Oakland Medical Center,,_aahu_,,,,,hospital,,
36.7836062748416,-1.31196687444293,7930813018,node,15,,clinic,,,,,91281159,,,,cb0463c56bf84096a30d9c27e233b955,,,operational,,,0,1,,2020/09/22 09:36:09,,,,,St Mary's Medical Clinic,,Peter Agenga,,,,,,private,
41.4921081960551,-1.72303351098293,6980137785,node,9,,clinic,,,,,77136403,,,,66fb48dc3b044989ad9181248dd1e837,,,,,,0,1,,2019/11/15 15:46:37,,,,,Mrs,,KEYSTO ONCHARI,,,,,,,
,,368772329,way,18,,hospital,,Kakamega-Mumias Road,,,67392047,,,,54ab509034144a40ac8e1b76f5f38878,,,,,,0,3,,2019/02/20 13:36:39,,,,Mumias,St Marie's Hosital,,haporuk,,,,,hospital,,
36.7837989747956,-1.3082133743828,698467060,node,21,,pharmacy,,,,,11794000,,,,002232c1b93c4061afde39598a892ce5,,08:00-19:00,operational,,,0,4,,2012/06/04 08:20:16,,,,,Wananchi Chemist,,regynnah,,,,no,,private,
34.7761981322788,-0.083044333831424,8190961862,node,15,,clinic,,,,,95230697,,,,09d11580463943f6b2a5926b1730d3fc,,,operational,,,0,1,,2020/12/03 13:52:00,,,,,Nightingale Medical Centre,,Peter Agenga,,,,,,private,
,,797356355,way,12,,hospital,,,,,84257604,,,,d357524faf1d4f3b970963386f305cc7,,,,,,0,1,,2020/04/28 10:12:40,,,,,Lagboqol Dispensary,,_aahu_,,,,,hospital,,
,,792480904,way,12,,hospital,,,,,83639888,,,,a053151e58ca447a8267e6404e990494,,,,,,0,1,,2020/04/16 09:42:07,,,,,Mombasa Hospital,,_aahu_,,,,,hospital,,
